2285;Evxsybp;Btqvgnvysksvmdnno;19726.7;6.51;9;6;6702;48;6;8718;4799;8
2286;Udyicfn;Ygbjcyvpsqtovfemx;19470;7.19;43;9;9006;17;9;4517;7093;7
2287;Txkdkuu;Keffjcnohdmnysooy;16783;37.02;42;2;1290;5;9;9164;575;6
2288;Sqowjff;Yiksttunrtedqjvad;17214.9;14.36;22;6;3197;7;2;6022;6621;8
2289;Orhnnqt;Vuogcugcglyejqful;14005.4;39.85;26;2;6785;2;5;4617;4054;10
2290;Mchqrtv;Qnctknqidmjcbhewc;13040.9;19.19;1;5;1607;18;6;5464;6185;5
2291;Jvxbqlf;Pbyxkoigfugggsivt;10373;18.51;31;7;8632;27;8;9567;1300;10
2292;Elravly;Dltdknctfwfhlqbqr;12490.4;48.02;28;6;268;41;7;1861;932;7
2293;Evvkkod;Muysbxhfnivlwoisw;13107.1;49.17;5;7;3146;33;3;7406;8092;7
2294;Xgshxbn;Iapalkpkthtfckutr;19847.3;9.85;45;11;2273;29;8;2848;7034;6
2295;Kurtwud;Tyjyeyyxtkrsuhuhb;17819.1;38.34;45;5;7222;7;5;5336;9480;4
2296;Ptpaxhv;Nvmwyyqxajdgewonr;13622.2;1.68;22;1;7277;27;4;9709;1040;9
2297;Irtisvs;Kwklgqanjhdwwnjyx;11274.1;25.85;19;11;4060;40;6;612;6146;5
2298;Kwdtdpi;Nlrpabffvbgbpxlgx;18289.1;13.02;17;1;5149;27;5;2052;1386;4
2299;Tmhbmef;Shxxhmvqqfkiawtgx;18041.4;51.02;37;4;6611;9;1;7036;2156;6
2300;Jggojcx;Qayrtvknraqkqilev;13076.8;18.51;43;11;1968;50;10;5507;4243;7
2301;Cujcnbl;Hwmonemmocedcodse;18665.6;17.34;30;7;5958;40;6;8767;9514;2
2302;Uxdilrh;Dsokvuvwjvmqdaxgo;18484.3;15;10;10;6331;29;3;121;456;3
2303;Puraevd;Iauwwxfuwsiebjsmg;18986.9;34.17;12;5;5714;29;8;1167;8562;5
2304;Dtrdsno;Mnuptjeqjbwjcavgm;10500.7;29.34;42;1;775;24;10;715;5741;4
2305;Njxtnhp;Iuqqhrtbpdnfdffkk;19272.9;20.68;11;2;5833;27;4;4499;7347;1
2306;Uhhywvu;Ekreajkaxqnutxicv;18074.2;38.34;31;2;3502;47;5;9010;7959;5
2307;Asmvstr;Qapkfgsdfclvdjycr;11719.1;16.34;12;7;5203;42;1;5111;5291;3
2308;Bqwpouk;Pnnjlejclkfdyuxeu;16169.3;14.85;7;2;1842;49;5;3867;1664;4
2309;Usedsws;Cbfrsnuuxldujeoqr;12255.8;38.17;27;6;8104;44;10;5175;1823;1
2310;Dbbohug;Mvprssyiupbjjmbdk;13549.3;37.34;2;9;22;8;9;8838;5271;5
2311;Xdqpfng;Tojrudykrblooeqvv;14520.6;8.34;16;8;3303;46;1;376;3783;6
2312;Myhdaky;Vmycycgxcfybjuvmb;18493.5;48.17;12;8;4658;13;7;1672;3165;7
2313;Sjbwmpc;Meybnrfrdvlytbfyf;16037.3;6.53;17;10;3170;14;8;607;3935;1
2314;Ccecgpl;Finixwwmowdwtkwlt;12646.6;38.68;16;1;3492;11;5;8985;7225;1
2315;Vbubrvh;Gcfyylfymrnfcqsnv;11447.9;37;21;10;5423;39;10;311;1031;7
2316;Gwycybj;Ghwhgyhqykgwvaepa;10877.9;29;28;11;2458;18;5;5030;1589;7
2317;Dtlmlow;Icvddanqrdtnbbckp;16869.2;12.19;36;8;1513;16;10;1840;4820;6
2318;Kyrgwxa;Wbwlcqhwhwiiedgin;12906.9;28.68;37;4;920;11;1;720;8975;9
2319;Wrfxhqh;Stotdpwyegdtvcrny;14732.6;47.51;39;6;2717;7;3;5050;7069;2
2320;Ulcscaj;Uafoqcqdugfinpeau;14113.7;11.17;14;4;6936;21;6;587;7032;9
2321;Omlmqgi;Tgynxhxjpukyydind;15688.9;14.51;33;2;5021;37;3;3326;927;1
2322;Jmgqrrd;Avyshmryskmtkgnme;17480.3;26.68;33;10;3445;28;1;8305;5624;6
2323;Oqxweyk;Itcfnkuctjruumwmd;10574.8;20.51;12;7;3408;38;9;7526;2905;1
2324;Icpaivq;Atvvugmsqwcikuxsu;14943.4;27.85;24;3;8959;9;3;6300;4136;1
2325;Xxcssgt;Dpgtmchuwuvtilivp;14983.6;37.17;7;6;9392;11;10;5104;1505;6
2326;Ckhlysd;Hbcjwdvvjfsckrfii;18579.2;14.17;43;8;5338;9;5;9471;9719;10
2327;Chexhmy;Nkcxnovjodaehdetj;13243.5;9.85;2;2;731;49;6;2879;6317;10
2328;Fdntkaj;Wkkchogiusyplrqrc;17391.1;25.02;19;8;1583;12;9;5758;7254;4
2329;Gcygwlr;Iivjpswiopnkigwwc;10121.5;2;12;6;9923;7;7;7114;2075;9
2330;Qxtnmio;Gnaqndbpaojodkqmi;16683.1;51.19;38;7;3194;29;1;6978;4716;7
2331;Flicsxm;Yubrnqulwewwykgbj;17465.9;36.34;19;8;7647;12;5;7243;8713;4
2332;Ctocwgm;Ipicpgwkxuashwvsm;14095.6;24.36;30;6;6922;29;9;5894;3475;1
2333;Xmktedn;Swswmygacgekbehhw;17916.6;10.68;18;1;1143;48;8;5841;9149;3
2334;Xalbsik;Ylrmuycisrkuumpsj;19523.9;1.85;3;2;3860;32;4;2476;5240;7
2335;Rtswndx;Bujtwnjodbawtxpoq;11457.3;20.34;16;7;7547;23;2;1614;6463;9
2336;Rhabiuy;Xfuminjehtcxqaviq;11460.3;49.19;2;11;5777;37;7;9160;559;4
2337;Ljdpcpy;Yefhdphpqvyjqxomv;11781.7;42.53;15;10;9836;12;5;4794;5402;1
2338;Rlosbqh;Qxlamefbmmfwbkmev;16820.2;32.68;8;1;5771;25;2;5300;6717;8
2339;Jntrndi;Nnlgukcnfrydijqmn;19324.7;2.68;12;3;4513;12;6;4478;4991;9
2340;Xggirog;Dwkffsrtdgudueagc;19933.9;5.19;32;8;6195;15;2;9546;1660;10
2341;Nlhsyig;Mmijmkxbywnwrllgt;17532.4;16.85;39;6;212;12;3;521;8226;2
2342;Auailvm;Hfdtpcslxtjpmurch;17150.9;19;39;6;270;29;9;9101;1162;8
2343;Pfjrpbo;Sbkeuvavqfbwfvbcr;16852.7;45.51;42;7;2947;47;6;4607;5643;10
2344;Hrjeeqw;Vqljasfqatmiqlmiv;11915.7;45.02;10;7;9268;44;4;1985;1562;7
2345;Drvetnj;Dwelrcvaaglxeonys;11951.9;25.85;10;5;768;27;2;2021;2134;1
2346;Ywvywnx;Alimrxhtaljxkkakf;15856.6;6;11;1;8479;41;7;8943;7890;6
2347;Woolktx;Ilfwxjsebiwlycalg;11138.8;31.36;8;10;9969;13;4;8151;7011;5
2348;Oxukdkd;Gafpodtuwsbfghuxu;12042.7;27.02;14;8;2594;4;7;6674;5868;3
2349;Yqsaxmj;Eiqbhpefskotasuiv;16240.2;39.17;25;7;9009;38;8;1218;6246;1
2350;Jxhvgua;Jveqhiceahygyddcx;17034.1;49.85;22;9;2624;11;10;5164;5461;2
2351;Lkdgiqq;Ulfbtxocoscncqplm;17451.9;16.17;4;2;7372;14;5;5274;6264;4
2352;Qlqdoms;Khmnkjvcwcbculiuh;16805.9;14.34;22;3;2240;2;9;4641;1;10
2353;Wnmvbys;Nspdgbmrmayisched;12462.5;19.85;41;7;2151;20;2;1749;7765;2
2354;Oexqpyh;Ojmoqqgmbwafsmsff;14212.1;33.34;23;8;128;36;5;3867;5156;8
2355;Yriljkx;Qlrvluqkyndqdofue;16734.7;40.68;42;5;7862;46;10;1710;8780;1
2356;Kdmvoqs;Sknsidpgejehvnijd;18644;33;24;2;3439;49;6;3141;8394;1
2357;Aqlshtn;Cndihntuggqactelo;19762.2;24.53;21;3;8452;28;2;2835;6690;6
2358;Xgqyfem;Mwfxgxmyxgtrkbbgd;16151.3;45.68;9;7;4945;11;2;2928;1233;9
2359;Wppyuuv;Ahwlrbjdrvuonkcoo;11824.9;5.17;21;6;5310;13;2;2631;6703;3
2360;Kugjrem;Svokwemypklakhrie;10048.8;27.02;31;2;6383;39;9;3984;7962;2
2361;Lcdexlq;Eqdegyehlvgfxvtgk;10159.5;6.53;6;6;3000;48;1;833;6528;1
2362;Wodyirv;Foncnvtsuhitlupqg;16474.2;6.51;34;9;2724;20;9;4176;555;2
2363;Mdtoedh;Etjtkaksxywqcgqjl;12191.4;2.51;10;3;7159;17;5;6971;5811;4
2364;Luvepwu;Umyxxtacgnaekxfvl;10415.9;4.53;45;9;321;50;2;2330;1120;7
2365;Lhiqtqk;Bicpxwbjyqkaffhos;19892.8;5.36;21;10;2885;9;3;5876;4542;4
2366;Jlgicqd;Tewwpnolkyujgoona;19462.4;9.34;38;6;8298;20;2;6640;9461;10
2367;Sfqitqh;Tdfdeggsuilmhcigy;14619.5;34.36;27;4;7441;49;6;1294;6840;8
2368;Yqpoooy;Gcrctnvlfglqhewnk;16319.2;17.17;39;10;4887;20;6;8855;2654;8
2369;Werrgsi;Srekacycvvdegtnon;13495.7;1.51;17;4;220;10;10;657;1390;7
2370;Mbgygrj;Jhdjikxtmobsorbjn;19685.5;28.36;35;2;5316;12;3;1494;1247;5
2371;Sapsame;Rtwsxsnjeaymlpuui;15191.7;25.51;30;7;9181;21;8;1350;2352;5
2372;Avrncwg;Auftgwibpvfvlmlnq;12197.8;1;37;8;5266;23;4;3003;6580;1
2373;Paqaxoe;Vxghyiypiymakdolt;13442.1;20;19;11;1774;36;10;5373;754;6
2374;Orsuggv;Rsqaaycxqjuumixhb;10562.2;34.34;6;9;1411;33;10;9766;7946;7
2375;Dstkbid;Jftxkkcodlcpsnjth;18261.9;10.34;43;9;1261;41;7;8711;8059;6
2376;Iwnjtcc;Eafxbmyttalhaqysv;16156.5;34.36;14;2;9682;4;9;9004;1940;1
2377;Qwjphph;Ljlteqpdlpwmufmaa;18700;34.53;45;7;3067;12;4;973;6825;6
2378;Nbdntgw;Kqppwskbbfkyfktsd;19523.9;28.34;44;2;2920;39;9;5589;6744;9
2379;Wrddrdq;Aiigswdcbnpqkopvp;11199.6;20.34;11;9;5904;12;10;9559;4155;5
2380;Wmrlclb;Trowshfvjrfdkwpgn;18526;47.17;8;6;7336;19;8;4207;2431;2
2381;Xvqurhe;Dewsqbheskjcxusxd;16066.3;46;1;8;9701;48;10;3030;7781;10
2382;Ayfnsor;Xaojqwxomuksneuex;15506.1;15.19;7;8;5588;25;7;9449;680;2
2383;Fdfwfcb;Mveupbomrayngexan;14017.9;33.02;25;10;2153;10;1;9627;7712;6
2384;Xkljxgj;Yjyqypfwukbvjqkun;19794.6;49.34;23;11;1430;22;4;1704;502;7
2385;Defwqla;Deeormogyocpqviba;12553.8;41.53;42;3;8685;17;6;1597;3272;1
2386;Bfkjkql;Vjftaiicgveawixuw;16887.7;46.68;27;4;2056;18;6;6518;1677;9
2387;Horhhxh;Okcykdhasxqsucphj;16226.7;34.19;7;10;3352;17;7;1911;5708;2
2388;Bfhaxqj;Yqwgboawqymxrxxrw;10863.4;46.19;7;1;1564;2;9;8670;5913;7
2389;Xouynuv;Jsjdgynpnugiiuopj;18433.8;25.17;28;4;836;30;9;2311;2353;4
2390;Mfodncr;Fxgvqiaxfrpdhqxdq;14509.7;31.36;8;3;2565;40;2;4817;5703;7
2391;Tggtaug;Taolpyhjuwxnkbqxy;15406.5;48;16;8;7854;41;5;7152;7423;7
2392;Uohepav;Tcpwtrmipixekmrnx;19924.1;50.36;12;2;2299;31;6;7908;906;8
2393;Knyroye;Qtghrxopuvwqognnt;15145.5;21.34;1;7;3802;43;7;7945;8210;9
2394;Rgisysb;Nacpvukgllohtscyc;14076.7;42.36;33;9;2444;6;3;5247;5800;3
2395;Mbyctoa;Wcytphwwaoplyvbpi;19592.5;51.19;32;7;3741;38;7;4316;234;9
2396;Olhvmdb;Gyriasxaottygfnks;14835.2;4.51;35;5;4486;19;9;2799;4922;5
2397;Xixirtd;Dusnfhokbjqjlgorw;12815.4;21.02;10;7;4465;23;9;5048;1628;3
2398;Mrwhtky;Vwicdeglfaijjghuc;14717.2;49.68;4;5;5581;31;9;1446;1711;3
2399;Knoxfin;Javcsltpfttmujusr;10315.7;28.34;29;10;6756;36;6;2767;2015;3
2400;Ixsfcuh;Wkotgibaunyhotkck;10637.6;1.34;31;5;427;11;2;5014;8073;7
2401;Jniphxu;Gghhcorlujiscvgwj;12637.1;39.36;31;2;3033;21;7;8265;6784;3
2402;Ghqixpu;Xdnyvyuieeulosrgb;13083.9;39.51;3;7;3611;18;8;1961;3983;8
2403;Dobevxf;Pnitoqsbgbejkashp;16694.2;8.36;35;9;8870;16;1;5519;2462;1
2404;Agksegx;Kqcgmdpelfoeldgxu;15762.8;1;34;3;4141;47;3;7756;4169;3
2405;Upcaucg;Cyagvkrnvunxtvhkq;13739.7;34.02;7;6;3301;42;1;1441;2575;3
2406;Clpurqm;Bkucdjlsrblljreci;12969.4;26;9;8;2150;9;2;9664;2519;2
2407;Fksaeht;Wotqmbfkvlegqxbja;16121.8;41.85;37;2;6835;40;8;2481;3353;9
2408;Avyalms;Dvypoylauukwospnn;18483.7;42.51;1;11;989;15;6;7944;7579;4
2409;Khyspwa;Ofteaodmbrvnqrome;18978.2;47.68;10;1;6116;17;2;6405;6714;4
2410;Gqfpjwv;Stlsaycnketphuoow;15592.9;37.02;35;8;8286;9;2;6061;3451;5
2411;Movpdtf;Cvdvdxqlqtwwcsqlt;10709.7;44.85;13;9;124;34;6;7097;320;9
2412;Ysvmrxr;Aggbmqgvadbkxfwiy;15892.9;36.85;18;3;1771;35;4;3917;1792;6
2413;Jexoslc;Loyisxnhwvsprfbus;14571.7;1.34;15;6;4103;40;2;3450;5362;9
2414;Ytxhmgm;Mlueyrgwwsbvsjdum;10266.1;33;12;1;5750;25;4;7943;8761;10
2415;Bhtuhvi;Bxxqvyioegyqfvuoq;11803.6;31.34;2;10;1187;25;6;7900;9269;9
2416;Fxgascb;Ahvnugtklkyefdjgt;11407.3;47.36;31;4;9592;4;3;6992;1816;2
2417;Pxdvctq;Rmtfdercuwesykjbq;11422;32.36;31;4;5137;40;7;3509;8919;6
2418;Jsidted;Cvruanrojjxxwvaui;14686.3;34.36;27;11;701;11;8;3394;2083;9
2419;Ktvcfua;Xkbsxhlkygwrseycb;10892.1;22.68;9;2;2311;32;10;688;1544;6
2420;Wuauacs;Nmhfyuxjrvrtdtknj;14399;8.02;39;8;2886;22;8;5336;2741;9
2421;Cfqisla;Cxytbhxmyytwpnxsa;11986.4;46.51;35;3;7057;48;8;6940;1660;6
2422;Rsyugnx;Hlcocraxyyrggxtkt;17305.5;14.51;4;7;8598;2;2;9507;7259;8
2423;Xnsevqx;Kdqvccprpuiuurpdi;11358.2;42.68;7;6;5259;32;7;9002;3563;10
2424;Tvdxlcr;Ufhabiyhdexjgctfm;14285.6;44.02;35;5;6117;29;8;2744;6600;6
2425;Adjyiaj;Qejdvbtbfiwydtdfq;10536.5;20;30;11;73;23;5;4626;3057;8
2426;Bkfhkfp;Wshlttlblvkftnevg;15908.2;50.36;44;8;1056;25;10;4559;1809;5
2427;Ylkfwhx;Suxrfmetcqrsmuthb;11510.4;19.53;13;2;9823;7;4;9070;9838;9
2428;Dtjffxj;Xykkydbpnyxcawndw;17390.3;4.36;6;3;7271;24;2;8054;5393;6
2429;Kiayvfo;Eqcyscjvpimjysdta;14913.5;13.53;9;10;6393;36;4;5069;1879;5
2430;Ylppsya;Qwpoxdxnucsrcuvbf;11705.4;18.36;31;10;7181;7;5;6796;1654;4
2431;Rdqodyp;Waclublowajyfpoml;10387.9;39.68;26;1;5156;31;3;3058;9843;2
2432;Kybmfqc;Egssqphrwmmbhdscr;19981.8;12.36;36;6;4716;34;3;3927;1794;9
2433;Gbgomcg;Sopfxqaqnvitugafo;10199;22.17;38;8;3251;24;6;6562;286;10
2434;Wqqbgpx;Mcggwfjlmooeyfuga;16196.2;27.36;4;8;9359;45;9;3838;3515;3
2435;Firwsol;Qewnnlmklmkjsxgip;18440.8;2.17;1;8;2172;11;9;2314;2106;1
2436;Foemtyq;Qbbyvbkwioexjwnwt;10660.5;32.85;38;8;2374;26;6;1791;4940;10
2437;Hvbxypr;Drkbgnrsuqyvyxjau;16649.3;10.85;40;6;2536;13;3;9366;7929;9
2438;Hatpjsn;Gokgwefmiexaguuah;15257.7;7.36;31;8;1189;29;7;5930;3474;1
2439;Dhrrpsp;Gmdmqftmyolpxitrj;19510.7;41.36;37;7;9334;27;9;8475;9380;6
2440;Larxlpn;Fwanmlunkunjphedf;11696.2;1.51;30;1;2741;17;9;6788;3455;2
2441;Xcvtfsh;Eandqqeuorktmhrxp;19305.9;21.36;21;1;4889;22;5;4495;503;1
2442;Fidmpdp;Vfmtyioxxqdlxpuqv;17716.9;41.19;10;11;513;41;4;1958;2138;4
2443;Jngdlun;Xowfwvsdoqbkoyrrg;19807.5;40.68;18;9;9525;27;9;3323;5059;10
2444;Cqncyws;Acllfyjixfsnhtsrc;11408;4.68;19;5;8218;6;1;1019;1693;2
2445;Woecbeb;Jmvysvymckwsosyit;15509.6;8.17;2;5;5494;30;1;1424;7691;5
2446;Vvphroh;Yuhlprcrmaggsnucd;12204.2;19;9;3;1812;15;10;7782;9366;6
2447;Spogfxq;Tpnhyyowmekiubggr;12652.4;49.36;36;11;8601;21;10;5423;487;5
2448;Fwgwgkk;Bbbopsidreglfdlnu;16151;50;23;11;6279;36;7;1257;4455;8
2449;Jbbyssd;Flchlbmcqfwkytfax;15587.1;15.19;16;6;2017;5;3;1967;7876;9
2450;Xatmqfd;Cupwlfqlkjslpgeaw;14026.9;2.19;23;9;1999;20;1;8863;7734;6
2451;Ppnglff;Hipnfjdjpritmtwtb;15340.5;23;32;3;3332;37;6;3371;8610;3
2452;Hxiuvmg;Qmtleglntwoxtqpyh;19287;50.19;43;10;2493;36;10;6659;9390;3
2453;Svbqemr;Ghiyfoudcxqnqhbjx;13118.3;42.17;20;4;7627;30;9;2897;6085;10
2454;Dcpxkgq;Rrhxdcyikxaexvlfi;10954.1;29.19;23;1;7283;3;6;4134;2796;7
2455;Vfavsxc;Kqjvcpudtiuliryhg;14290.3;23.17;14;10;1653;3;4;7973;212;4
2456;Wkhycqv;Ukcyloypqmjiespce;18698.4;33.02;17;8;5692;21;9;9245;5554;10
2457;Owliayp;Jicqjwwcwyjnfsnsk;10090.2;40.68;17;4;5092;20;10;9820;9773;1
2458;Ybehplr;Djkkkwfnbaxpvemeb;15619.6;28.51;2;11;7265;33;4;9249;8247;2
2459;Cwreeat;Eofdwkafhenpgtypj;12554.9;27.85;12;6;6767;2;5;3793;4175;5
2460;Yvusldy;Dgqsnxtfxahbqsien;10877.1;48.51;17;11;5461;21;4;6077;5813;6
2461;Sijporw;Cwtyirhvmfksrfdxv;17175.6;17.36;33;10;9182;12;10;9347;1230;6
2462;Ifetbrt;Temuhnxbayssqofau;16843.8;24.68;18;2;6266;18;1;4291;6186;10
2463;Gjhdoqx;Jussqdxmquxlvxgas;14974.3;40.19;1;10;6770;16;4;261;7107;8
2464;Vidiyug;Gohmnihxcvkscgpbs;18854.8;41.17;41;8;74;27;1;808;9864;4
2465;Wxntofb;Jiehfguxdewvxfgst;11641.3;24.36;7;6;6922;17;1;1724;7834;6
2466;Aodngbt;Julmtcdsgsjsscnma;15441.8;6.53;27;6;5727;18;6;1491;9509;8
2467;Wghgfyc;Hmgfurfppiqtprstg;19507;28.34;30;4;1519;21;6;8757;1906;7
2468;Pcebptq;Wingmgsqbaeospavh;16927.9;41.19;26;2;5051;31;1;5859;6635;4
2469;Nfxhcdy;Eijfmudgteiopjnhf;10397.3;6.53;15;7;2761;13;6;861;9984;8
2470;Rvmloim;Wccgtdmwnqtycsnoh;19373.5;20;27;8;1697;32;5;5702;3241;4
2471;Xcujasf;Naypskvwrkcncljvx;18563.4;46.19;11;3;5655;16;6;9255;2924;1
2472;Tjrkdtj;Iymusirmgqnykqdbc;11358.4;5.68;40;10;7258;32;6;1826;5616;9
2473;Pqfyoeo;Suurrdejiagcagind;12376;41.19;32;3;2667;25;3;6953;6898;4
2474;Bpuarjg;Yxnmrbkwmoechyehf;15075.9;36.68;24;1;8305;39;6;7648;4167;3
2475;Bowfmcq;Iceksgcwgtngyvpvr;10331.6;28.19;9;8;5467;3;7;799;3458;8
2476;Vryuncd;Yscpjexvuthycynuk;17875.2;16.53;26;10;8999;22;5;9035;8184;2
2477;Uvcpwrr;Lwqegnrvqjqkjvsuf;14342.8;41.36;24;11;1618;16;10;358;3473;4
2478;Jvjdiqn;Eeutjnlrvsdagtlgu;13263;34;16;4;5248;3;8;3333;1089;9
2479;Kkrbqaa;Trhwabavhabdljkhf;11171.7;7;6;4;4061;14;7;4755;3686;2
2480;Fpfhpvc;Tgiqmgdcvpxgvsouw;12351.3;40.19;13;8;6580;41;3;8019;1699;4
2481;Gjcmfrx;Ufnwhgccyxjocfgbd;10508.4;40.34;5;2;9839;43;2;378;1614;2
2482;Jeobafg;Gvrbpcycvloinoaey;11323.1;16.51;42;1;7422;3;3;7293;5526;10
2483;Ahpujdk;Fmnihwmddsityelbx;16943;43.53;33;11;8845;13;6;9751;9225;5
2484;Fiupufc;Hinjtvtfvnmmfemnj;11087.8;48.19;35;2;2705;28;1;3391;3604;3
2485;Ntfxool;Rtowfsainjfiltppa;18347.1;33.17;38;3;3058;7;9;1896;4330;10
2486;Olxyphb;Fsscwixiooalcjeca;14638.9;14.34;30;10;4558;30;2;3066;9209;6
2487;Lcwxmdm;Jgbuuduvftktdrxga;16044.2;46.53;11;1;1164;14;6;9393;9691;4
2488;Wwweogs;Atxnjifckrbguqibc;10428.8;48;26;8;575;44;7;8163;1049;4
2489;Kxsxdxn;Gqofblxxbiihstlru;19266.9;51.36;16;11;9373;12;5;9703;9830;2
2490;Swtfnql;Vhwpmqeflpwdrpnpq;15156.2;36.34;9;8;7008;36;4;3683;9242;6
2491;Oovugmy;Niwneowpvugjkbkix;17331.6;44.68;39;11;8699;4;8;1045;8333;9
2492;Miwpslf;Aqclddtjagguyjxqu;18097.2;16;8;4;6912;34;10;389;3926;5
2493;Sjnypfv;Tdyovqxyxqebfkhat;17826.3;37.19;10;4;577;15;1;6826;5619;5
2494;Qwbkiib;Nrdotxlxbvucevlvx;16547.3;49.85;28;8;7076;38;9;8300;6667;2
2495;Batfrro;Edllbpalwcvsnlqae;15916.7;15.53;11;5;8492;37;9;4169;8897;6
2496;Hvcxyaf;Kqiefleopealfcctn;12818.3;39.02;5;9;1589;29;7;9178;7258;8
2497;Nsjuchm;Ctmyiljuwqbtynkfl;17953;29;29;2;1790;47;5;9928;5362;7
2498;Bjdegwj;Lqwcgyewdsygybgnm;14469.9;33.53;28;6;1421;41;9;6522;6091;6
2499;Fejbyyp;Epvlvuvdhlawrogat;10031.6;25.85;6;7;8270;25;3;2945;1415;7
2500;Mfwiqms;Lnnurupjvsooeclrk;10124.4;21.68;4;11;7261;36;3;7943;5303;1
2501;Rlrbrue;Dnuusrbaixvwwfudm;15973.2;5;38;3;4486;7;9;2100;212;6
2502;Cskvykf;Kdjhjdgpuvpudclor;11730;15.34;25;3;7914;25;7;578;5949;10
2503;Efgosrg;Uaheaaonppylqedjm;12360.2;44;30;1;7156;4;1;7379;9073;6
2504;Wurhdls;Undhfdgbsqdquvckr;14740.5;32.36;31;5;2396;49;3;5505;1806;7
2505;Sqkoljr;Efclsaeowvsqaqnco;11948.5;47.53;21;1;7194;5;10;7189;1834;9
2506;Kkhdcah;Ifxpjuwtqgkjrinnm;11320.2;3.19;42;3;7598;10;2;266;9201;2
2507;Qomnkwt;Odlqyelqpebhyirqi;14128.6;28.53;43;7;382;28;4;2083;7839;4
2508;Iwdfroh;Ryqlwxhkmnuwwbjew;10854.9;31.36;17;3;6433;23;2;5948;6239;9
2509;Fcvkiqh;Fetbwobmbbcstjgla;12059.3;13.51;42;8;2987;28;3;4734;1412;5
2510;Uoijclj;Ssaumnetvvrgaixrb;17097.4;22.68;5;8;9224;44;6;8966;6360;5
2511;Oeqtlxd;Iyrilxchbwxlnnomt;14733.1;43.85;13;9;1694;2;10;5687;6722;4
2512;Fdiniph;Gndnryrwcjjasnoyr;10044;28.02;23;2;2813;41;7;2494;8525;8
2513;Jocylan;Lgmnlpmgdhihpsehc;11648.3;47.02;30;10;9113;31;2;7686;6069;7
2514;Xhcggfb;Xhpfsaclrjwlorker;12995.8;3;13;11;2907;47;10;3052;2355;9
2515;Drnewsr;Gxvuxnnimoyfhckdr;17542.8;49.17;33;4;7443;40;4;2388;5708;4
2516;Xuwrrqk;Gcmnlvuddnnqxbeak;17073.4;50.19;36;5;8610;21;8;3516;5894;1
2517;Eroiunk;Yqjkkdubuxlvtniqg;13134.3;21.17;21;5;6630;43;8;112;2333;4
2518;Xtuomjx;Umrmimqcxprtclnbx;12009.9;35.34;6;2;9126;41;4;671;7860;6
2519;Ycsahgi;Ollrvuurksmunpklf;11227.6;12.85;12;9;688;14;1;5822;1550;8
2520;Jjasfdo;Yfiemncgisbwxnjog;12277;20.51;29;2;5856;7;8;7482;8062;3
2521;Oyibkaf;Sjfbvshjqlnplgpdl;16289.6;22.34;6;7;3427;31;4;451;6396;10
2522;Ijdrora;Wdmodfxqgsacttidj;18172.4;39.85;36;3;6219;40;2;9462;8923;6
2523;Dkjlbcu;Xsfihflglnnhpxsyx;10447.7;44.36;34;4;5285;30;6;618;4632;4
2524;Jsbtweh;Dpdpjildsiujpbcnp;19081.5;3.68;22;1;1176;15;8;6207;244;8
2525;Gfojlwi;Tyhhyxoqohccsepvn;15091.2;44.85;45;8;3856;9;5;6450;6517;6
2526;Wgesmrq;Ivdtfpdxwtpuigiba;17232.1;38.17;19;5;11;5;10;5957;2761;8
2527;Bdcrjge;Tvqardbbatgolkdtg;15058.2;20.19;31;7;1683;44;3;7342;299;10
2528;Qptxujc;Flgvdjjrywkafqpbd;14675.3;13.85;42;7;8812;11;1;7022;26;3
2529;Vsxwtmg;Uotdoddyqivjvwnen;10123;42.85;10;1;5599;46;3;116;7111;9
2530;Wdnlnxt;Pnxwxslcynagqbxjm;12460;24.85;35;9;679;3;10;8833;7391;4
2531;Ubatjqt;Bbrexjxktofmmpwir;11858.7;11.19;4;7;9323;5;4;4670;2953;5
2532;Vtcvekr;Uvtvbfudavbjmkeoi;13052.2;35.68;2;3;5789;30;6;8797;5921;5
2533;Nesyvqu;Fpqcosmtyqipbxhqd;11602.4;30.36;35;10;5457;25;6;9260;1781;3
2534;Shlcnck;Dvwwaeitkrnhfuguo;13218.4;35.68;41;5;3009;44;3;7696;5726;6
2535;Gblxkwa;Vgnijrffhonmoulad;18274.7;21.17;18;1;735;21;8;8176;2914;1
2536;Ewdodrr;Kvxcdykqdniqjmucy;14639.1;45.17;32;3;7707;24;2;1344;5305;10
2537;Hljbkqn;Enawqnuyvyjelejsw;16244.7;7.36;6;1;1750;45;8;4145;6782;1
2538;Fgmjaef;Damdxhsbqrbryrtvq;18400.4;3.19;8;9;9864;11;9;4182;1368;2
2539;Kvweiej;Eqmkmunlvlqsjtcoa;11334.9;9.19;42;5;2862;32;8;9737;7752;10
2540;Shydtjj;Dhvprmxvhbpdyrhvi;14853.4;11.34;41;5;5607;13;8;2510;1908;10
2541;Pywqicy;Popbuhdxfbpmotish;16885.3;34.19;44;1;113;28;10;7959;7445;10
2542;Ertvyug;Oorowagjjxibiwgoc;10120;32.19;33;4;2446;25;8;9048;9308;6
2543;Jffjsyh;Yntimlcbkiuljdwgj;15180;43.53;2;4;2859;47;5;3549;6379;3
2544;Mwjquhx;Wflqdwihacqekwjsh;16499;7.53;22;2;7299;8;4;8202;8211;6
2545;Atvonbd;Ctcaouuiwytbuptoc;15524.3;4.34;9;1;352;21;9;66;2713;1
